0.0000000,0.0001026
2.0000000,0.0659903
4.0000000,0.0639568
6.0000000,0.0746997
8.0000000,0.0745747
10.0000000,0.0711002
12.0000000,0.0727345
14.0000000,0.0811492
16.0000000,0.0891386
18.0000000,0.0700810
20.0000000,0.0615484
22.0000000,0.0764793
24.0000000,0.0741757
26.0000000,0.0828751
28.0000000,0.0817481
30.0000000,0.0968159
32.0000000,0.0992976
34.0000000,0.0936785
36.0000000,0.0841138
38.0000000,0.0899530
40.0000000,0.0749507
42.0000000,0.0796878
44.0000000,0.0752916
46.0000000,0.0797650
48.0000000,0.0928636
50.0000000,0.0848278
52.0000000,0.0854852
54.0000000,0.0740641
56.0000000,0.0773791
58.0000000,0.0956015
60.0000000,0.1009485
62.0000000,0.1064667
64.0000000,0.0931421
66.0000000,0.0952881
68.0000000,0.1091502
70.0000000,0.1062981
72.0000000,0.0983893
74.0000000,0.1205966
76.0000000,0.1221502
78.0000000,0.1217074
80.0000000,0.1081976
82.0000000,0.1093779
84.0000000,0.1160317
86.0000000,0.0989298
88.0000000,0.1077924
90.0000000,0.1202525
92.0000000,0.1274638
94.0000000,0.1135736
96.0000000,0.1258736
98.0000000,0.1269698
100.0000000,0.1274410
102.0000000,0.1123537
104.0000000,0.1074720
106.0000000,0.1248497
108.0000000,0.1329496
110.0000000,0.1125029
112.0000000,0.1131367
114.0000000,0.1206013
116.0000000,0.1234618
118.0000000,0.1144669
120.0000000,0.1062867
122.0000000,0.0969798
124.0000000,0.1189197
126.0000000,0.1322507
128.0000000,0.1160876
130.0000000,0.1392834
132.0000000,0.1282212
134.0000000,0.1234437
136.0000000,0.1230853
138.0000000,0.1252072
140.0000000,0.1135617
142.0000000,0.1216448
144.0000000,0.1321388
146.0000000,0.1157524
148.0000000,0.1295332
150.0000000,0.1449848
152.0000000,0.1321928
154.0000000,0.1403383
156.0000000,0.1389421
158.0000000,0.1248841
160.0000000,0.1107107
162.0000000,0.1219321
164.0000000,0.1248811
166.0000000,0.1232875
168.0000000,0.1394672
170.0000000,0.1169541
172.0000000,0.1363756
174.0000000,0.1190748
176.0000000,0.1219570
178.0000000,0.1078705
180.0000000,0.1055172
182.0000000,0.1277721
184.0000000,0.1259086
186.0000000,0.1307063
188.0000000,0.1316466
190.0000000,0.1374716
192.0000000,0.1271475
194.0000000,0.1132070
196.0000000,0.1254527
198.0000000,0.1245517
200.0000000,0.1169380
202.0000000,0.1291197
204.0000000,0.1287780
206.0000000,0.1404102
208.0000000,0.1212709
